	CKG1	CKG2	CKG3
otu5042	18	7	14
otu5043	20	0	9
otu5044	20	18	12
otu5045	11	11	6
otu5046	0	75	0
otu5047	23	22	12
otu5048	14	16	28
otu5049	27	25	21
otu5050	24	10	16
otu5051	2	78	2
otu5052	24	6	7
otu5053	6	13	5
otu5054	4	3	0
otu5055	0	7	0
otu5056	3	0	0
otu5057	25	8	15
otu5058	23	7	18
otu5059	3	12	3
otu5060	15	15	7
otu5061	5	9	8
otu5062	2	12	10
otu5063	4	0	0
otu5064	7	0	2
otu5065	6	7	10
otu5066	9	43	4
otu5067	12	8	9
otu5068	10	6	9
otu5069	23	32	8
otu5070	19	8	10
otu5071	4	29	16
otu5072	18	11	11
otu5073	18	18	27
otu5074	8	18	15
otu5075	34	7	18
otu5076	3	3	3
otu5077	21	9	18
otu5078	22	5	17
otu5079	23	6	17
otu5080	0	13	0
otu5081	4	61	0
otu5082	40	0	0
otu5083	9	0	4
otu5084	8	6	3
otu5085	4	9	9
otu5086	15	0	6
otu5087	17	25	18
otu5088	6	6	29
otu5089	18	19	16
otu5090	26	7	12
otu5091	6	4	42
otu5092	30	8	6
otu5093	28	9	15
otu5094	24	23	5
otu5095	25	6	19
otu5096	23	7	20
otu5097	12	9	16
otu5098	10	0	12
otu5099	9	0	7
otu5100	7	9	0
otu5101	20	0	12
otu5102	14	5	13
otu5103	4	6	7
otu5104	3	0	6
otu5105	12	10	10
otu5106	48	0	0
otu5107	10	17	28
otu5108	32	0	6
otu5109	12	15	11
otu5110	5	11	7
otu5111	2	62	0
otu5112	16	7	23
otu5113	15	22	15
otu5114	17	0	0
otu5115	18	24	12
otu5116	14	22	14
otu5117	8	0	0
otu5118	5	3	0
otu5119	9	13	14
otu5120	24	8	21
otu5121	6	44	9
otu5122	2	9	6
otu5123	31	24	5
otu5124	12	4	8
otu5125	26	20	12
otu5126	15	18	21
otu5127	3	0	11
otu5128	17	12	3
otu5129	23	21	4
otu5130	9	46	11
otu5131	9	13	5
otu5132	7	10	7
otu5133	30	6	17
otu5134	15	8	44
otu5135	15	9	20
otu5136	14	4	2
otu5137	19	3	26
otu5138	5	27	12
otu5139	26	7	22
otu5140	0	4	3
otu5141	3	2	0
otu5142	0	4	2
otu5143	0	6	0
otu5144	10	38	6
otu5145	22	6	20
otu5146	18	4	39
otu5147	12	18	5
otu5148	24	9	0
otu5149	20	16	28
otu5150	24	8	4
otu5151	11	12	4
otu5152	4	5	0
otu5153	30	15	15
otu5154	16	35	9
otu5155	22	4	14
otu5156	21	6	2
otu5157	17	6	15
otu5158	14	21	8
otu5159	33	3	4
otu5160	31	6	0
otu5161	26	5	15
otu5162	0	0	0
otu5163	3	0	0
otu5164	24	9	21
otu5165	7	15	0
otu5166	10	9	5
otu5167	29	5	6
otu5168	0	4	0
otu5169	19	30	7
otu5170	7	13	13
otu5171	30	10	13
otu5172	20	47	0
otu5173	18	24	8
otu5174	11	10	4
otu5175	43	14	0
otu5176	15	41	7
otu5177	14	14	14
otu5178	6	31	10
otu5179	17	2	9
otu5180	19	14	6
otu5181	14	28	3
otu5182	0	5	0
otu5183	0	4	1
otu5184	5	8	0
otu5185	0	0	0
otu5186	27	6	17
otu5187	29	0	4
otu5188	26	3	12
otu5189	0	2	0
otu5190	10	6	9
otu5191	7	40	6
otu5192	13	8	8
otu5193	17	11	10
otu5194	4	25	24
otu5195	13	8	7
otu5196	12	4	6
otu5197	0	4	5
otu5198	21	7	19
otu5199	16	4	23
otu5200	22	8	9
otu5201	17	26	13
otu5202	5	0	9
otu5203	11	19	11
otu5204	22	2	6
otu5205	0	74	0
otu5206	14	0	31
otu5207	20	11	16
otu5208	23	6	16
otu5209	3	6	6
otu5210	11	24	11
otu5211	3	48	19
otu5212	0	4	0
otu5213	5	0	0
otu5214	0	3	0
otu5215	22	8	23
otu5216	8	41	7
otu5217	6	4	2
otu5218	5	45	11
otu5219	18	30	6
otu5220	6	4	5
otu5221	23	22	7
otu5222	16	7	11
otu5223	19	0	10
otu5224	4	12	29
otu5225	13	15	22
otu5226	18	17	9
otu5227	22	13	14
otu5228	17	20	13
otu5229	44	6	14
otu5230	13	7	2
otu5231	26	0	17
otu5232	0	67	3
otu5233	0	16	0
otu5234	21	6	24
otu5235	0	4	0
otu5236	14	7	14
otu5237	27	8	0
otu5238	7	21	21
otu5239	0	0	11
otu5240	5	5	2
otu5241	5	3	1
otu5242	4	6	14
otu5243	9	46	8
otu5244	16	13	6
otu5245	0	5	0
otu5246	32	7	11
otu5247	17	24	13
otu5248	0	3	0
otu5249	4	2	0
otu5250	0	4	0
otu5251	4	0	0
otu5252	2	2	0
otu5253	16	21	8
otu5254	3	3	3
otu5255	3	0	9
otu5256	2	73	0
otu5257	21	7	22
otu5258	17	14	16
otu5259	15	1	8
otu5260	2	0	3
otu5261	13	4	0
otu5262	3	7	7
otu5263	20	27	8
otu5264	0	0	40
otu5265	15	3	8
otu5266	15	6	21
otu5267	13	18	24
otu5268	0	22	33
otu5269	12	20	0
otu5270	0	0	0
otu5271	57	2	0
otu5272	1	7	0
otu5273	3	2	0
otu5274	0	19	30
otu5275	34	10	17
otu5276	10	15	0
otu5277	26	4	14
otu5278	29	6	21
otu5279	20	18	6
otu5280	20	7	21
otu5281	13	15	16
otu5282	12	12	10
otu5283	10	9	3
otu5284	0	74	0
otu5285	29	17	4
otu5286	15	5	24
otu5287	4	24	3
otu5288	6	8	5
otu5289	30	12	10
otu5290	9	5	4
otu5291	11	4	0
otu5293	0	5	2
otu5294	0	2	8
otu5295	20	8	20
otu5296	0	0	0
otu5297	25	4	24
otu5298	13	23	14
otu5299	5	7	6
otu5300	26	11	8
otu5301	0	3	2
otu5302	12	0	6
otu5303	0	3	0
otu5304	14	7	20
otu5305	6	0	7
otu5306	9	0	31
otu5307	20	6	0
otu5308	16	27	6
otu5309	4	60	3
otu5310	12	16	14
otu5311	11	11	19
otu5312	0	26	28
otu5313	10	14	17
otu5314	11	7	5
otu5315	0	5	3
otu5316	17	7	10
otu5317	8	18	12
otu5318	8	4	8
otu5319	0	2	5
otu5320	10	8	10
otu5321	12	23	5
otu5322	20	0	8
otu5323	11	8	8
otu5324	0	17	0
otu5325	7	9	9
otu5326	19	9	18
otu5327	26	27	7
otu5328	20	21	11
otu5329	25	6	11
otu5330	3	5	0
otu5331	1	8	24
otu5332	9	0	19
otu5333	5	21	9
otu5334	25	0	19
otu5335	7	12	20
otu5336	40	7	10
otu5337	8	8	6
otu5338	0	2	0
otu5339	1	4	0
otu5340	5	0	5
otu5341	7	57	0
otu5342	22	13	13
otu5343	11	38	9
otu5344	16	9	5
otu5345	10	4	6
otu5346	4	6	7
otu5347	8	4	12
otu5348	27	7	7
otu5349	7	0	4
otu5350	13	20	6
otu5351	16	7	14
otu5352	0	7	0
otu5353	0	2	9
otu5354	3	0	0
otu5355	0	4	0
otu5356	7	6	13
otu5357	16	4	16
otu5358	21	3	4
otu5359	12	0	8
otu5360	26	18	3
otu5361	3	5	6
otu5362	8	2	7
otu5363	26	5	22
otu5364	21	14	0
otu5365	0	4	9
otu5366	7	6	11
otu5367	6	12	6
otu5368	17	17	27
otu5369	6	14	12
otu5370	18	9	9
otu5371	4	11	5
otu5372	4	7	0
otu5373	0	0	4
otu5374	11	23	11
otu5375	3	13	27
otu5377	2	2	7
otu5378	14	6	5
otu5379	9	8	0
otu5380	8	21	12
otu5381	5	5	24
otu5382	21	15	8
otu5383	0	0	6
otu5384	14	0	8
otu5385	13	15	16
otu5386	0	69	0
otu5387	4	40	4
otu5388	13	13	24
otu5389	5	0	0
otu5390	10	14	6
otu5391	0	6	0
otu5392	4	7	9
otu5393	4	3	8
otu5394	4	8	15
otu5395	0	9	8
otu5396	11	37	9
otu5397	13	10	16
otu5398	27	10	10
otu5399	23	6	5
otu5400	21	10	4
otu5401	12	22	17
otu5402	21	2	17
otu5403	10	19	9
otu5404	18	12	2
otu5405	9	13	5
otu5406	14	7	15
otu5407	17	5	23
otu5408	23	9	8
otu5409	11	13	8
otu5410	18	5	2
otu5411	22	4	15
otu5412	0	2	0
otu5413	24	5	11
otu5414	16	20	4
otu5415	12	18	21
otu5416	13	12	10
otu5417	5	0	0
otu5418	5	59	0
otu5419	17	11	24
otu5420	17	6	7
otu5421	14	10	26
otu5422	3	9	34
otu5423	17	20	4
otu5424	3	3	0
otu5425	8	4	7
otu5426	0	4	0
otu5427	14	2	5
otu5428	16	28	8
otu5429	25	6	2
otu5430	10	7	20
otu5431	21	25	8
otu5432	14	20	14
otu5433	5	9	26
otu5434	16	6	19
otu5435	10	9	21
otu5436	8	5	7
otu5437	23	3	3
otu5438	15	5	10
otu5439	6	0	0
otu5440	2	5	2
otu5441	12	0	0
otu5442	10	19	3
otu5443	23	9	14
otu5444	6	0	0
otu5445	4	6	7
otu5446	13	25	9
otu5447	23	1	5
otu5448	24	14	29
otu5449	0	0	0
otu5450	0	5	13
otu5451	5	6	6
otu5452	0	0	4
otu5453	4	7	10
otu5454	5	6	2
otu5455	8	10	4
otu5456	5	0	6
otu5457	16	4	15
otu5458	21	8	14
otu5459	17	6	12
otu5460	11	25	5
otu5461	8	10	13
otu5462	19	17	14
otu5463	12	11	16
otu5464	22	20	8
otu5465	3	0	0
otu5466	3	19	5
otu5467	18	4	18
otu5468	17	22	6
otu5469	7	0	5
otu5470	16	17	7
otu5471	9	6	2
otu5472	10	0	31
otu5473	6	3	3
otu5474	2	4	44
otu5475	11	3	3
otu5476	22	18	6
otu5477	27	0	9
otu5478	4	0	7
otu5479	0	0	27
otu5480	8	3	0
otu5481	14	11	21
otu5482	7	30	9
otu5483	13	11	11
otu5484	5	9	0
otu5485	0	2	0
otu5486	3	7	31
otu5487	0	0	0
otu5488	0	0	0
otu5489	14	22	9
otu5490	0	0	0
otu5491	0	3	0
otu5492	6	3	0
otu5493	4	0	0
otu5494	21	10	20
otu5495	8	6	9
otu5496	6	38	14
otu5497	9	17	4
otu5498	10	1	6
otu5499	8	14	6
otu5500	3	4	0
otu5501	19	3	3
otu5502	9	19	17
otu5503	3	8	7
otu5504	15	2	8
otu5505	7	4	3
otu5506	0	5	0
otu5507	0	5	0
otu5508	4	4	0
otu5509	12	9	3
otu5510	0	5	43
otu5511	9	7	7
otu5512	17	11	7
otu5513	14	6	18
otu5514	7	2	12
otu5515	8	28	9
otu5516	12	0	2
otu5517	8	5	5
otu5518	11	13	14
otu5519	3	10	7
otu5520	3	2	0
otu5521	17	0	3
otu5522	0	0	34
otu5523	24	8	16
otu5524	7	0	6
otu5525	10	25	6
otu5526	11	4	13
otu5527	0	14	13
otu5528	4	12	9
otu5529	24	6	0
otu5530	0	55	0
otu5532	20	11	11
otu5533	14	12	0
otu5534	16	4	7
otu5535	19	5	3
otu5536	7	0	9
otu5537	0	5	3
otu5538	8	7	6
otu5539	4	7	7
otu5540	5	31	7
otu5541	8	20	13
otu5542	10	4	4
otu5543	9	3	5
otu5544	0	64	0
otu5545	5	0	0
otu5546	7	5	6
otu5547	0	13	4
otu5548	22	5	5
otu5549	11	11	16
otu5550	8	26	17
otu5551	17	11	17
otu5552	11	5	18
otu5553	9	21	5
otu5554	9	6	12
otu5555	18	6	10
otu5556	5	4	38
otu5557	15	21	0
otu5558	7	12	3
otu5559	9	0	0
otu5560	8	10	3
otu5561	0	0	0
otu5562	0	7	0
otu5563	0	0	0
otu5564	0	5	6
otu5565	0	0	0
otu5566	2	0	0
otu5567	12	19	5
otu5568	0	12	0
otu5569	3	15	4
otu5570	0	9	6
otu5571	5	5	2
otu5572	13	0	6
otu5573	8	31	0
otu5574	3	2	31
otu5575	19	13	3
otu5576	12	19	8
otu5577	0	12	11
otu5578	6	4	4
otu5579	2	7	7
otu5580	6	9	11
otu5581	4	5	12
otu5582	8	0	4
otu5583	13	3	9
otu5584	8	0	12
otu5585	18	2	0
otu5586	28	11	10
otu5587	15	8	9
otu5588	9	14	2
otu5589	11	8	6
otu5590	5	8	0
otu5591	12	22	10
otu5592	17	6	5
otu5593	14	13	3
otu5594	12	7	23
otu5595	0	3	0
otu5596	5	3	0
otu5597	0	5	0
otu5598	3	6	8
otu5599	14	39	7
otu5600	28	0	5
otu5601	14	7	28
otu5602	0	59	0
otu5603	11	0	3
otu5604	23	6	6
otu5605	15	5	6
otu5606	14	3	10
otu5607	18	1	9
otu5608	9	19	11
otu5609	12	16	10
otu5610	5	40	10
otu5611	0	3	5
otu5612	14	6	19
otu5613	4	34	12
otu5614	11	2	15
otu5615	0	20	20
otu5616	0	8	0
otu5617	1	0	0
otu5618	0	5	3
otu5619	0	0	0
otu5620	13	6	24
otu5621	20	24	12
otu5622	0	0	28
otu5623	17	15	7
otu5624	29	15	0
otu5625	10	0	5
otu5626	20	5	9
otu5627	18	19	13
otu5628	6	0	3
otu5629	4	5	4
otu5630	3	5	4
otu5631	2	5	0
otu5632	0	6	9
otu5633	23	3	13
otu5634	11	6	6
otu5635	6	35	7
otu5636	0	59	0
otu5637	13	4	10
otu5638	0	4	0
otu5639	4	6	12
otu5640	16	18	14
otu5641	0	2	0
otu5642	0	0	4
otu5643	4	3	0
otu5644	0	5	0
otu5645	12	8	9
otu5646	0	4	2
otu5647	0	15	7
otu5648	0	3	3
otu5649	13	3	6
otu5650	0	0	0
otu5651	2	0	0
otu5652	6	5	0
otu5653	0	62	0
otu5654	18	18	2
otu5655	9	13	4
otu5656	9	11	8
otu5657	12	6	8
otu5658	14	7	18
otu5659	20	8	0
otu5660	9	30	13
otu5661	0	51	0
otu5662	7	12	0
otu5663	1	18	20
otu5664	16	9	5
otu5665	12	8	9
otu5666	13	3	2
otu5667	11	15	0
otu5668	10	8	19
otu5669	23	19	8
otu5670	15	3	11
otu5671	12	8	0
otu5672	0	4	3
otu5673	0	0	0
otu5674	0	0	11
otu5675	6	0	6
otu5676	8	7	4
otu5677	6	27	2
otu5678	0	3	0
otu5679	17	9	2
otu5680	21	9	9
otu5681	11	3	12
otu5682	5	1	6
otu5683	9	6	10
otu5684	8	0	4
otu5685	12	5	0
otu5686	15	6	17
otu5687	5	37	2
otu5688	3	0	0
otu5689	7	0	7
otu5690	3	10	0
otu5691	9	34	0
otu5692	7	34	2
otu5693	0	4	4
otu5694	16	12	14
otu5695	16	0	20
otu5696	10	8	9
otu5697	0	15	10
otu5698	9	14	5
otu5699	5	6	0
otu5700	3	5	0
otu5701	2	6	1
otu5702	0	3	0
otu5703	9	8	16
otu5704	11	5	6
otu5705	19	4	12
otu5706	0	2	0
otu5707	5	11	13
otu5708	13	14	5
otu5709	13	20	5
otu5710	12	5	26
otu5711	11	15	6
otu5712	6	7	5
otu5713	8	36	10
otu5714	22	6	5
otu5715	14	12	3
otu5716	7	8	3
otu5717	17	3	3
otu5718	12	9	9
otu5719	9	18	8
otu5720	9	17	18
otu5721	12	0	23
otu5722	12	18	9
otu5723	19	18	7
otu5724	9	10	5
otu5725	0	10	2
otu5726	0	21	9
otu5727	0	0	0
otu5728	0	6	2
otu5729	6	4	30
otu5730	3	0	20
otu5731	0	19	20
otu5732	13	10	23
otu5733	3	0	0
otu5734	0	5	0
otu5735	8	6	15
otu5736	28	0	14
otu5737	12	19	13
otu5738	11	3	15
otu5739	17	16	6
otu5740	0	7	0
otu5741	20	17	4
otu5742	10	2	1
otu5743	0	6	5
otu5744	10	2	6
otu5745	4	13	0
otu5746	5	29	9
otu5747	8	9	10
otu5748	11	5	12
otu5749	8	2	0
otu5750	6	18	8
otu5751	9	11	0
otu5752	13	7	24
otu5753	15	12	8
otu5754	7	4	16
otu5755	14	18	8
otu5756	14	0	6
otu5757	6	35	10
otu5758	0	3	2
otu5759	2	4	0
otu5760	2	4	0
otu5761	0	3	0
otu5762	3	5	0
otu5763	3	4	2
otu5764	0	7	3
otu5765	0	14	20
otu5766	3	3	0
otu5767	44	0	0
otu5768	19	13	0
otu5769	4	33	9
otu5770	12	15	11
otu5771	14	11	7
otu5772	8	17	6
otu5773	4	0	3
otu5774	0	0	16
otu5775	0	6	4
otu5776	0	5	0
otu5777	0	4	0
otu5778	8	0	3
otu5779	15	14	3
otu5780	11	15	7
otu5781	0	6	0
otu5782	6	7	6
otu5783	14	8	12
otu5784	13	14	7
otu5785	18	12	19
otu5786	7	22	18
otu5787	11	7	9
otu5788	6	20	9
otu5789	12	12	4
otu5790	13	4	0
otu5791	21	10	0
otu5792	13	16	7
otu5793	7	12	7
otu5794	8	5	12
otu5795	0	7	0
otu5796	0	3	0
otu5797	0	3	0
otu5798	0	0	2
otu5799	0	4	0
otu5800	6	2	0
otu5801	0	4	3
otu5802	8	0	4
otu5803	2	28	0
otu5804	0	5	0
otu5805	14	20	6
otu5806	10	19	10
otu5807	8	12	13
otu5808	14	18	6
otu5809	2	4	0
otu5810	0	0	0
otu5811	17	4	4
otu5812	16	10	9
otu5813	11	0	2
otu5814	6	3	5
otu5815	2	1	3
otu5816	8	3	0
otu5817	19	9	4
otu5818	9	0	2
otu5819	1	9	11
otu5820	0	4	0
otu5821	0	7	0
otu5822	0	13	0
otu5823	5	6	0
otu5824	9	6	10
otu5825	16	7	7
otu5826	10	6	7
otu5827	11	10	14
otu5828	12	9	12
otu5829	5	26	8
otu5830	2	3	0
otu5831	3	6	18
otu5832	0	8	0
otu5833	7	18	8
otu5834	13	9	16
otu5835	0	5	0
otu5836	4	5	0
otu5837	5	0	3
otu5838	3	0	3
otu5839	10	15	6
otu5840	21	0	0
otu5841	14	4	20
otu5842	20	20	0
otu5843	7	3	5
otu5844	0	0	28
otu5845	5	4	6
otu5846	2	1	24
otu5847	13	18	3
otu5848	16	8	0
otu5849	13	2	7
otu5850	14	19	5
otu5851	15	18	8
otu5852	20	14	0
otu5853	5	12	10
otu5854	16	17	12
otu5855	9	3	10
otu5856	0	13	26
otu5857	16	10	4
otu5858	19	14	5
otu5859	9	16	4
otu5860	0	5	0
otu5861	10	10	5
otu5862	11	18	7
otu5863	14	8	0
otu5864	4	6	2
otu5865	11	13	5
otu5866	10	0	5
otu5867	4	0	0
otu5868	10	4	9
otu5869	13	6	4
otu5870	4	6	4
otu5871	5	0	0
otu5872	3	2	3
otu5873	3	5	6
otu5874	3	4	3
otu5875	0	4	0
otu5876	17	7	0
otu5877	0	4	12
otu5878	0	4	0
otu5879	13	15	5
otu5880	7	0	13
otu5881	16	4	15
otu5882	13	6	2
otu5883	10	11	8
otu5884	6	3	0
otu5885	0	0	0
otu5886	16	4	6
otu5887	0	6	0
otu5888	6	6	14
otu5889	5	10	7
otu5890	6	14	0
otu5891	0	5	16
otu5892	4	5	4
otu5893	0	4	0
otu5894	6	12	5
otu5895	10	0	4
otu5896	0	5	0
otu5897	3	41	0
otu5898	9	16	7
otu5899	10	16	13
otu5900	13	6	5
otu5901	6	20	5
otu5902	11	1	0
otu5903	10	23	2
otu5904	20	11	5
otu5905	8	10	9
otu5906	4	29	7
otu5907	15	11	8
otu5908	16	0	0
otu5909	0	4	0
otu5910	2	4	7
otu5911	16	0	0
otu5912	5	0	17
otu5913	0	6	0
otu5914	5	18	7
otu5915	21	6	9
otu5916	3	2	0
otu5917	3	9	0
otu5918	4	2	4
otu5919	0	0	10
otu5920	8	4	3
otu5921	11	6	17
otu5922	12	2	17
otu5923	22	0	10
otu5924	17	12	3
otu5925	0	0	12
otu5926	17	3	6
otu5927	4	6	3
otu5928	2	11	5
otu5929	8	8	8
otu5930	14	22	7
otu5931	9	27	2
otu5932	8	8	10
otu5933	0	1	0
otu5934	0	4	0
otu5935	4	0	0
otu5936	0	5	3
otu5937	0	2	0
otu5938	3	40	4
otu5939	0	0	0
otu5940	2	36	8
otu5941	26	8	9
otu5942	3	11	0
otu5943	0	4	6
otu5944	3	4	0
otu5945	12	6	20
otu5946	11	14	16
otu5947	0	6	0
otu5948	6	8	3
otu5949	0	52	0
otu5950	7	7	9
otu5951	5	7	2
otu5952	8	0	19
otu5953	18	8	3
otu5954	19	4	11
otu5955	6	9	6
otu5956	9	7	14
otu5957	8	2	7
otu5958	19	0	10
otu5959	13	12	12
otu5960	9	0	0
otu5961	13	11	17
otu5962	3	5	0
otu5963	5	19	0
otu5964	2	25	5
otu5965	12	1	12
otu5966	3	9	6
otu5967	15	14	6
otu5968	0	0	0
otu5969	0	3	0
otu5970	0	0	0
otu5971	9	15	7
otu5972	0	0	0
otu5973	2	4	0
otu5974	0	0	0
otu5975	0	2	5
otu5976	0	0	1
otu5977	27	11	0
otu5978	0	0	0
otu5979	2	3	0
otu5980	10	12	9
otu5981	10	3	0
otu5982	8	3	8
otu5983	13	6	21
otu5984	11	7	10
otu5985	9	5	13
otu5986	5	3	0
otu5987	4	2	3
otu5988	21	3	10
otu5989	11	2	0
otu5990	0	10	7
otu5991	5	0	3
otu5992	15	11	14
otu5993	5	3	5
otu5994	11	12	6
otu5995	0	6	0
otu5996	0	7	0
otu5997	0	4	5
otu5998	8	6	4
otu5999	6	2	0
otu6000	6	18	7
otu6001	9	19	7
otu6002	5	10	10
otu6003	11	14	5
otu6004	14	0	5
otu6005	15	3	2
otu6006	0	0	8
otu6007	12	4	10
otu6008	5	3	0
otu6009	0	4	0
otu6010	23	0	6
otu6011	7	14	8
otu6012	21	6	5
otu6013	11	4	0
otu6014	16	20	2
otu6015	14	11	0
otu6016	6	10	0
otu6017	0	3	0
otu6018	4	6	4
otu6019	0	2	0
otu6020	0	3	0
otu6021	0	0	0
otu6022	0	0	3
otu6023	2	0	9
otu6024	5	10	0
otu6025	11	10	9
otu6026	9	0	8
otu6027	8	11	8
otu6028	21	0	0
otu6029	8	11	11
otu6030	0	18	0
otu6031	2	2	3
otu6032	18	6	3
otu6033	9	0	4
otu6034	4	4	12
otu6035	4	11	19
otu6036	9	14	5
otu6037	16	5	4
otu6038	16	0	4
otu6039	9	11	7
otu6040	16	10	10
otu6041	23	7	0
otu6042	4	0	5
otu6043	10	6	6
otu6045	8	9	9
otu6046	11	7	16
otu6047	0	0	24
otu6048	12	2	4
otu6049	9	4	2
otu6050	6	3	11
otu6051	4	0	0
otu6052	2	3	0
otu6053	0	0	2
otu6054	0	0	0
otu6055	0	0	5
otu6056	0	14	4
otu6057	0	0	3
otu6058	5	16	5
otu6059	7	0	2
otu6060	8	2	14
otu6061	7	20	5
otu6062	8	5	18
otu6063	3	15	8
otu6064	6	2	24
otu6065	5	4	5
otu6066	6	5	0
otu6067	11	26	2
otu6068	3	6	5
otu6069	8	8	8
otu6070	4	0	5
otu6071	0	0	10
otu6072	0	28	0
otu6073	12	11	12
otu6074	17	1	19
otu6075	24	4	3
otu6076	9	2	3
otu6077	18	7	3
otu6078	6	6	9
otu6079	8	17	7
otu6080	11	19	7
otu6081	14	8	8
otu6082	0	4	0
otu6083	3	2	0
otu6084	12	12	4
otu6085	0	4	2
otu6086	0	3	2
otu6087	0	5	29
otu6088	0	4	0
otu6089	4	6	3
otu6090	4	3	7
otu6091	0	14	8
otu6092	9	7	7
otu6093	2	27	2
otu6094	0	7	0
otu6095	8	9	6
otu6096	14	9	4
otu6097	7	2	2
otu6098	5	14	11
otu6099	3	8	5
otu6100	8	0	2
otu6101	11	10	8
otu6102	14	0	6
otu6103	2	0	5
otu6104	2	4	6
otu6105	4	2	5
otu6106	2	8	7
otu6107	4	0	8
otu6108	3	8	4
otu6109	2	0	0
otu6110	5	5	0
otu6111	17	9	5
otu6112	8	14	6
otu6113	2	0	0
otu6114	14	8	6
otu6115	16	5	6
otu6116	8	9	0
otu6117	3	0	10
otu6118	10	7	0
otu6119	0	7	2
otu6120	14	4	9
otu6121	20	3	4
otu6122	10	3	12
otu6123	3	22	0
otu6124	0	2	3
otu6125	2	4	0
otu6126	3	0	0
otu6127	0	4	0
otu6128	0	3	0
otu6129	3	2	5
otu6130	5	0	0
otu6131	17	11	16
otu6132	0	4	0
otu6133	0	2	15
otu6134	10	8	13
otu6135	0	2	0
otu6136	4	4	4
otu6137	4	8	14
otu6138	10	12	0
otu6139	15	14	5
otu6140	12	4	11
otu6141	4	3	3
otu6142	5	19	3
otu6143	3	0	6
otu6144	2	7	4
otu6145	7	3	5
otu6146	12	4	20
otu6147	4	0	10
otu6148	0	10	9
otu6150	2	0	0
otu6151	0	1	0
otu6152	10	24	6
otu6153	12	2	19
otu6154	13	8	8
otu6155	9	12	0
otu6156	32	0	5
otu6157	18	0	3
otu6158	19	8	4
otu6159	12	2	0
otu6160	16	8	11
otu6161	16	4	5
otu6162	6	12	0
otu6163	4	0	0
otu6164	8	0	11
otu6165	9	3	9
otu6166	5	0	5
otu6167	10	20	3
otu6168	4	0	0
otu6169	6	11	17
otu6170	0	4	6
otu6171	11	11	10
otu6172	12	0	3
otu6173	0	1	10
otu6174	6	4	13
otu6175	3	5	2
otu6176	12	13	9
otu6177	0	0	0
otu6178	9	0	8
otu6179	0	2	25
otu6180	0	2	2
otu6181	2	3	4
otu6182	0	0	1
otu6183	5	0	3
otu6184	17	19	0
otu6185	8	3	0
otu6186	0	4	6
otu6187	8	0	11
otu6188	19	4	5
otu6189	1	4	3
otu6190	6	9	3
otu6191	1	12	5
otu6192	13	7	12
otu6193	15	8	5
otu6194	13	4	8
otu6195	19	0	7
otu6196	0	2	15
otu6197	46	0	0
otu6198	0	2	3
otu6199	0	3	0
otu6200	0	0	0
otu6201	0	0	9
otu6202	0	2	7
otu6203	0	8	0
otu6204	0	4	0
otu6205	15	9	9
otu6206	3	0	0
otu6207	10	5	9
otu6208	11	5	0
otu6209	0	3	0
otu6210	0	1	11
otu6211	5	2	2
otu6212	12	10	0
otu6213	4	6	0
otu6214	18	7	4
otu6215	13	13	3
otu6216	7	3	3
otu6217	5	0	2
otu6218	0	0	6
otu6219	2	0	0
otu6220	0	0	7
otu6221	4	9	4
otu6222	18	8	4
otu6223	0	0	9
otu6224	9	4	0
otu6225	14	7	2
otu6226	8	10	4
otu6227	0	2	0
otu6228	9	6	9
otu6229	11	6	10
otu6230	13	2	10
otu6231	4	3	0
otu6232	20	6	4
otu6233	5	2	24
otu6234	6	17	0
otu6235	17	7	8
otu6236	13	16	0
otu6237	20	5	7
otu6238	15	15	4
otu6239	0	3	0
otu6240	0	0	0
otu6241	4	1	0
otu6242	9	17	0
otu6243	0	0	3
otu6244	3	0	0
otu6245	6	2	13
otu6246	0	32	0
otu6247	4	5	8
otu6248	6	3	0
otu6249	0	0	3
otu6251	15	9	6
otu6252	10	4	6
otu6253	15	5	6
otu6254	7	3	4
otu6255	5	0	4
otu6256	10	6	0
otu6257	8	3	12
otu6258	9	0	13
otu6259	7	12	5
otu6260	17	5	0
otu6261	10	4	3
otu6262	8	0	6
otu6263	7	0	16
otu6264	4	8	11
otu6265	9	0	5
otu6266	11	7	7
otu6267	5	8	11
otu6268	14	6	4
otu6269	2	6	0
otu6270	0	4	0
otu6271	0	29	4
otu6272	0	0	0
otu6273	0	0	0
otu6274	0	3	0
otu6275	5	0	0
otu6276	6	5	0
otu6277	0	5	0
otu6278	0	4	0
otu6279	18	5	6
otu6280	16	3	8
otu6281	0	5	6
otu6282	15	0	7
otu6283	15	2	9
otu6284	6	3	7
otu6285	0	2	0
otu6286	8	0	6
otu6287	4	0	2
otu6288	13	9	4
otu6289	0	8	5
otu6290	6	4	4
otu6291	0	0	31
otu6292	10	4	9
otu6293	13	5	13
otu6294	0	2	0
otu6295	8	13	13
otu6296	16	10	6
otu6297	19	8	5
otu6298	6	4	13
otu6299	16	4	0
otu6300	2	13	0
otu6301	0	0	7
otu6302	7	8	2
otu6303	14	2	0
otu6304	7	11	0
otu6305	6	3	3
otu6306	12	5	11
otu6307	0	15	0
otu6308	18	0	0
otu6309	17	3	7
otu6310	4	7	6
otu6311	2	8	0
otu6312	14	4	5
otu6313	12	4	3
otu6314	7	9	0
otu6315	0	1	18
otu6316	14	0	6
otu6317	0	0	9
otu6318	16	9	5
