	MPSG1	MPSG2	MPSG3
otu5079	8	6	4
otu5080	10	20	5
otu5081	0	0	0
otu5082	0	20	10
otu5083	2	10	11
otu5084	12	10	10
otu5085	14	26	0
otu5086	11	19	11
otu5087	0	7	4
otu5088	6	0	13
otu5089	4	12	0
otu5090	3	16	0
otu5091	8	5	6
otu5092	8	10	11
otu5093	5	2	7
otu5094	3	10	4
otu5095	11	7	5
otu5096	11	5	5
otu5097	7	6	9
otu5098	0	0	50
otu5099	13	8	17
otu5100	2	38	7
otu5101	27	13	4
otu5102	5	5	4
otu5103	3	25	1
otu5104	14	6	22
otu5105	4	9	12
otu5106	0	0	0
otu5107	4	4	10
otu5108	22	0	0
otu5109	11	4	9
otu5110	16	5	27
otu5111	14	6	1
otu5112	4	10	7
otu5113	3	11	0
otu5114	13	21	6
otu5115	9	11	7
otu5116	9	3	9
otu5117	7	24	16
otu5118	15	32	13
otu5119	0	23	10
otu5120	10	6	5
otu5121	2	0	5
otu5122	0	33	5
otu5123	0	9	0
otu5124	12	11	6
otu5125	0	11	0
otu5126	2	9	4
otu5127	12	6	12
otu5128	0	10	14
otu5129	10	3	3
otu5130	2	4	0
otu5131	0	5	8
otu5132	14	5	30
otu5133	3	4	2
otu5134	0	0	5
otu5135	5	5	4
otu5136	4	16	8
otu5137	0	4	0
otu5138	0	11	7
otu5139	7	6	4
otu5140	12	26	14
otu5141	21	10	14
otu5142	10	28	12
otu5143	13	33	7
otu5144	3	0	4
otu5145	20	5	4
otu5146	2	0	4
otu5147	11	9	6
otu5148	5	0	7
otu5149	4	5	5
otu5150	7	0	24
otu5151	15	13	8
otu5152	16	25	9
otu5153	0	3	3
otu5154	0	1	1
otu5155	5	4	6
otu5156	0	8	12
otu5157	11	5	10
otu5158	4	15	8
otu5159	8	4	0
otu5160	7	13	3
otu5161	10	5	6
otu5162	19	33	16
otu5163	9	21	13
otu5164	7	6	5
otu5165	5	18	9
otu5166	18	9	20
otu5167	7	1	16
otu5168	15	23	5
otu5169	0	0	3
otu5170	7	5	8
otu5171	3	14	0
otu5172	0	8	0
otu5173	0	11	5
otu5174	14	16	5
otu5175	3	7	3
otu5176	0	6	4
otu5177	0	11	13
otu5178	3	4	3
otu5179	5	7	4
otu5180	5	11	13
otu5181	5	7	2
otu5182	0	4	74
otu5183	14	27	11
otu5184	13	23	14
otu5185	0	0	78
otu5186	7	6	7
otu5187	23	0	0
otu5188	3	0	10
otu5189	5	3	69
otu5190	15	7	20
otu5191	3	17	0
otu5192	7	12	7
otu5193	14	8	10
otu5194	4	0	13
otu5195	13	12	6
otu5196	8	6	18
otu5197	21	25	9
otu5198	13	4	7
otu5199	13	9	5
otu5200	11	0	15
otu5201	0	6	0
otu5202	17	5	19
otu5203	7	22	0
otu5204	0	10	17
otu5205	0	0	0
otu5206	0	3	5
otu5207	3	0	0
otu5208	5	6	0
otu5209	14	4	30
otu5210	0	10	4
otu5211	0	2	0
otu5212	10	35	4
otu5213	16	18	12
otu5214	13	25	11
otu5215	11	3	0
otu5216	1	7	2
otu5217	9	16	10
otu5218	0	7	0
otu5219	0	0	4
otu5220	8	13	11
otu5221	4	5	2
otu5222	11	6	10
otu5223	11	4	10
otu5224	9	0	0
otu5225	0	2	4
otu5226	2	7	0
otu5227	1	2	4
otu5228	0	8	6
otu5229	0	0	0
otu5230	0	55	0
otu5231	7	13	2
otu5232	4	5	0
otu5233	14	9	11
otu5234	6	4	6
otu5235	15	28	16
otu5236	0	4	3
otu5237	4	19	13
otu5238	3	3	8
otu5239	0	41	6
otu5240	7	26	10
otu5241	9	28	8
otu5242	0	10	6
otu5243	0	0	0
otu5244	9	0	10
otu5245	0	10	3
otu5246	2	5	9
otu5247	3	7	0
otu5248	9	32	11
otu5249	9	28	5
otu5250	12	25	11
otu5251	10	31	9
otu5252	8	33	8
otu5253	4	9	4
otu5254	7	28	9
otu5255	17	5	12
otu5256	0	0	0
otu5257	9	6	4
otu5258	0	0	8
otu5259	0	12	0
otu5260	4	25	18
otu5261	9	10	13
otu5262	7	14	5
otu5263	0	3	0
otu5264	0	26	3
otu5265	7	9	4
otu5266	0	16	0
otu5267	14	0	0
otu5268	5	0	6
otu5269	3	4	11
otu5270	39	27	7
otu5271	0	0	7
otu5272	3	33	3
otu5273	9	31	5
otu5274	4	2	11
otu5275	0	1	0
otu5276	6	2	21
otu5277	13	4	3
otu5278	0	3	7
otu5279	7	9	3
otu5280	3	0	7
otu5281	2	6	13
otu5282	1	11	3
otu5283	9	11	5
otu5284	0	0	0
otu5285	0	3	3
otu5286	5	2	7
otu5287	0	27	3
otu5288	18	8	23
otu5289	0	6	6
otu5290	4	13	3
otu5291	0	41	0
otu5293	14	39	8
otu5294	11	26	11
otu5295	10	5	6
otu5296	78	0	0
otu5297	3	0	6
otu5298	3	6	0
otu5299	13	0	10
otu5300	5	2	12
otu5301	9	28	11
otu5302	3	6	7
otu5303	11	30	13
otu5304	6	10	5
otu5305	12	8	17
otu5306	7	0	9
otu5307	3	10	4
otu5308	0	10	0
otu5309	0	4	0
otu5310	0	5	6
otu5311	6	5	3
otu5312	0	2	7
otu5313	8	11	0
otu5314	8	13	0
otu5315	10	23	9
otu5316	0	10	8
otu5317	12	7	5
otu5318	17	7	21
otu5319	24	13	9
otu5320	3	8	4
otu5321	0	15	3
otu5322	11	6	10
otu5323	7	21	5
otu5324	0	59	0
otu5325	6	4	15
otu5326	6	8	0
otu5327	4	0	3
otu5328	4	2	9
otu5329	5	2	7
otu5330	12	13	27
otu5331	8	0	16
otu5332	5	8	0
otu5333	6	0	3
otu5334	0	0	8
otu5335	4	15	0
otu5336	0	0	0
otu5337	18	7	20
otu5338	17	24	12
otu5339	18	22	7
otu5340	17	4	18
otu5341	0	9	0
otu5342	6	4	5
otu5343	3	0	0
otu5344	5	7	3
otu5345	6	12	7
otu5346	3	5	5
otu5347	5	7	7
otu5348	7	8	0
otu5349	8	0	0
otu5350	4	0	13
otu5351	1	7	8
otu5352	10	27	11
otu5353	10	19	11
otu5354	9	26	12
otu5355	14	29	7
otu5356	6	15	4
otu5357	6	9	14
otu5358	15	3	12
otu5359	14	0	9
otu5360	0	6	6
otu5361	15	7	24
otu5362	4	7	13
otu5363	0	0	5
otu5364	4	13	0
otu5365	3	9	18
otu5366	7	9	8
otu5367	3	0	15
otu5368	0	0	0
otu5369	0	0	18
otu5370	5	3	16
otu5371	9	20	8
otu5372	14	26	6
otu5373	12	27	6
otu5374	0	5	4
otu5375	3	0	9
otu5377	6	28	8
otu5378	3	8	10
otu5379	13	9	4
otu5380	4	0	4
otu5381	14	2	0
otu5382	0	8	0
otu5383	11	14	10
otu5384	4	11	8
otu5385	0	3	12
otu5386	0	0	0
otu5387	0	12	3
otu5388	0	0	6
otu5389	8	26	14
otu5390	5	5	2
otu5391	9	25	8
otu5392	11	13	8
otu5393	7	14	10
otu5394	5	17	3
otu5395	5	13	9
otu5396	2	0	0
otu5397	4	0	6
otu5398	11	5	0
otu5399	4	5	6
otu5400	3	6	6
otu5401	0	0	2
otu5402	12	6	4
otu5403	3	15	2
otu5404	4	11	5
otu5405	5	17	10
otu5406	3	4	3
otu5407	4	0	4
otu5408	0	7	2
otu5409	4	16	3
otu5410	0	7	14
otu5411	6	5	0
otu5412	11	30	3
otu5413	4	12	12
otu5414	6	7	0
otu5415	5	10	0
otu5416	7	7	9
otu5417	13	23	7
otu5418	0	3	0
otu5419	0	5	0
otu5420	2	14	7
otu5421	0	2	0
otu5422	5	0	0
otu5423	0	13	0
otu5424	18	14	11
otu5425	5	6	17
otu5426	12	27	11
otu5427	3	0	0
otu5428	2	3	0
otu5429	3	5	1
otu5430	2	4	9
otu5431	3	8	0
otu5432	0	8	0
otu5433	7	3	0
otu5434	6	0	3
otu5435	0	6	0
otu5436	0	21	10
otu5437	10	6	4
otu5438	6	10	2
otu5439	56	0	0
otu5440	8	30	7
otu5441	5	0	5
otu5442	7	2	2
otu5443	0	0	3
otu5444	6	11	10
otu5445	9	8	11
otu5446	0	7	0
otu5447	7	6	4
otu5448	0	4	0
otu5449	0	53	0
otu5450	5	14	8
otu5451	10	8	7
otu5452	15	13	10
otu5453	8	14	5
otu5454	3	17	10
otu5455	11	0	9
otu5456	12	4	14
otu5457	2	5	12
otu5458	0	5	0
otu5459	5	12	11
otu5460	0	9	0
otu5461	6	11	0
otu5462	0	4	0
otu5463	4	0	0
otu5464	5	4	3
otu5465	10	28	6
otu5466	0	7	7
otu5467	7	7	7
otu5468	0	6	0
otu5469	7	7	6
otu5470	0	10	2
otu5471	8	21	7
otu5472	7	0	8
otu5473	14	2	19
otu5474	0	0	0
otu5475	6	10	6
otu5476	4	3	5
otu5477	0	0	21
otu5478	8	4	17
otu5479	0	0	19
otu5480	6	29	8
otu5481	5	6	4
otu5482	6	2	0
otu5483	0	12	10
otu5484	1	40	0
otu5485	15	30	11
otu5486	7	3	10
otu5487	14	19	13
otu5488	5	24	5
otu5489	0	9	2
otu5490	7	25	7
otu5491	9	25	6
otu5492	6	27	8
otu5493	13	17	9
otu5494	4	0	4
otu5495	8	8	6
otu5496	2	0	0
otu5497	4	7	0
otu5498	0	10	5
otu5499	0	10	0
otu5500	10	24	7
otu5501	3	9	2
otu5502	0	1	0
otu5503	0	10	3
otu5504	0	9	11
otu5505	6	10	11
otu5506	4	51	4
otu5507	9	2	6
otu5508	6	34	7
otu5509	11	10	7
otu5510	3	4	7
otu5511	6	17	4
otu5512	0	12	3
otu5513	2	8	0
otu5514	5	8	9
otu5515	0	4	0
otu5516	0	4	0
otu5517	6	14	7
otu5518	0	8	8
otu5519	8	19	6
otu5520	9	30	5
otu5521	13	6	0
otu5522	0	20	3
otu5523	6	7	0
otu5524	14	0	14
otu5525	0	6	6
otu5526	1	3	4
otu5527	12	0	19
otu5528	11	6	4
otu5529	3	13	10
otu5530	0	3	3
otu5532	7	6	2
otu5533	0	5	5
otu5534	11	0	2
otu5535	0	5	20
otu5536	0	5	0
otu5537	8	28	6
otu5538	9	4	7
otu5539	5	14	7
otu5540	0	0	2
otu5541	0	7	3
otu5542	7	8	6
otu5543	9	9	7
otu5544	0	2	0
otu5545	4	10	11
otu5546	8	9	7
otu5547	0	2	7
otu5548	8	0	16
otu5549	0	20	0
otu5550	4	0	5
otu5551	0	0	3
otu5552	3	8	6
otu5553	4	7	0
otu5554	2	16	3
otu5555	9	6	6
otu5556	0	2	0
otu5557	0	10	3
otu5558	6	3	11
otu5559	36	21	0
otu5560	7	9	7
otu5561	15	24	5
otu5562	8	22	11
otu5563	13	29	5
otu5564	6	24	5
otu5565	11	27	12
otu5566	10	22	5
otu5567	4	15	0
otu5568	0	38	0
otu5569	14	7	8
otu5570	0	8	0
otu5571	10	0	7
otu5572	26	0	6
otu5573	0	3	6
otu5574	2	0	0
otu5575	4	3	0
otu5576	4	7	0
otu5577	7	10	5
otu5578	8	10	9
otu5579	12	11	12
otu5580	0	4	2
otu5581	19	5	9
otu5582	4	4	10
otu5583	10	9	0
otu5584	14	8	0
otu5585	5	12	15
otu5586	0	3	2
otu5587	9	5	9
otu5588	4	5	2
otu5589	7	5	6
otu5590	5	11	16
otu5591	3	6	0
otu5592	5	2	19
otu5593	0	0	15
otu5594	5	0	0
otu5595	14	9	2
otu5596	10	12	10
otu5597	14	26	8
otu5598	14	8	0
otu5599	0	0	0
otu5600	5	4	4
otu5601	0	2	0
otu5602	0	5	0
otu5603	2	10	15
otu5604	3	6	8
otu5605	0	2	2
otu5606	0	6	5
otu5607	6	9	6
otu5608	4	7	0
otu5609	3	6	3
otu5610	0	0	0
otu5611	0	0	0
otu5612	5	2	2
otu5613	6	0	0
otu5614	3	5	4
otu5615	0	0	4
otu5616	10	23	8
otu5617	8	26	10
otu5618	10	26	8
otu5619	8	21	5
otu5620	0	0	0
otu5621	0	3	0
otu5622	0	21	4
otu5623	3	5	0
otu5624	4	3	2
otu5625	0	6	6
otu5626	3	8	3
otu5627	0	4	3
otu5628	7	0	0
otu5629	8	13	8
otu5630	2	26	5
otu5631	9	26	7
otu5632	10	3	3
otu5633	9	0	0
otu5634	0	8	14
otu5635	0	0	0
otu5636	0	0	0
otu5637	6	4	9
otu5638	3	40	0
otu5639	8	7	11
otu5640	0	4	3
otu5641	10	26	7
otu5642	5	28	3
otu5643	7	23	10
otu5644	8	27	7
otu5645	4	6	5
otu5646	7	26	5
otu5647	12	2	8
otu5648	3	16	9
otu5649	15	0	4
otu5650	0	30	4
otu5651	7	17	4
otu5652	10	20	4
otu5653	0	0	0
otu5654	4	7	3
otu5655	1	3	0
otu5656	4	7	6
otu5657	1	7	5
otu5658	0	3	0
otu5659	5	3	6
otu5660	0	4	3
otu5661	3	3	0
otu5662	9	7	2
otu5663	0	7	0
otu5664	5	12	5
otu5665	5	11	0
otu5666	6	0	3
otu5667	0	3	0
otu5668	0	10	4
otu5669	0	3	0
otu5670	0	12	3
otu5671	0	12	14
otu5672	6	24	8
otu5673	9	32	6
otu5674	10	14	10
otu5675	6	5	17
otu5676	4	6	5
otu5677	8	0	6
otu5678	6	27	9
otu5679	12	8	0
otu5680	0	0	5
otu5681	0	10	2
otu5682	6	4	22
otu5683	0	33	0
otu5684	11	5	11
otu5685	0	9	14
otu5686	0	0	14
otu5687	0	2	0
otu5688	10	9	14
otu5689	9	8	9
otu5690	8	23	5
otu5691	0	3	0
otu5692	4	4	3
otu5693	9	8	19
otu5694	0	4	0
otu5695	0	4	5
otu5696	3	2	7
otu5697	3	14	2
otu5698	9	8	0
otu5699	7	17	4
otu5700	9	24	8
otu5701	10	23	3
otu5702	9	21	6
otu5703	8	8	3
otu5704	6	8	7
otu5705	5	4	0
otu5706	2	0	29
otu5707	5	5	7
otu5708	3	3	4
otu5709	6	6	0
otu5710	2	0	0
otu5711	5	8	0
otu5712	9	3	6
otu5713	0	0	0
otu5714	11	2	5
otu5715	0	3	8
otu5716	4	3	2
otu5717	3	3	0
otu5718	9	3	0
otu5719	3	7	0
otu5720	0	0	0
otu5721	2	0	8
otu5722	0	7	0
otu5723	0	0	0
otu5724	5	9	8
otu5725	0	17	9
otu5726	2	4	3
otu5727	18	21	7
otu5728	9	21	5
otu5729	0	0	0
otu5730	5	12	4
otu5731	3	0	5
otu5732	0	0	0
otu5733	16	4	20
otu5734	9	25	7
otu5735	0	4	13
otu5736	0	0	0
otu5737	1	0	2
otu5738	3	3	0
otu5739	5	5	0
otu5740	2	33	0
otu5741	0	3	1
otu5742	9	9	10
otu5743	5	12	3
otu5744	7	8	6
otu5745	0	26	0
otu5746	0	3	7
otu5747	4	10	0
otu5748	4	3	13
otu5749	0	18	3
otu5750	2	12	0
otu5751	4	11	0
otu5752	0	4	0
otu5753	4	8	2
otu5754	12	3	3
otu5755	0	3	3
otu5756	3	0	0
otu5757	0	0	0
otu5758	13	19	7
otu5759	7	24	6
otu5760	8	22	7
otu5761	9	23	5
otu5762	10	19	7
otu5763	7	25	6
otu5764	18	4	5
otu5765	3	3	8
otu5766	0	22	4
otu5767	6	0	0
otu5768	0	0	10
otu5769	3	2	0
otu5770	3	8	0
otu5771	2	10	0
otu5772	4	9	2
otu5773	9	11	10
otu5774	3	32	0
otu5775	5	26	3
otu5776	10	25	7
otu5777	0	39	0
otu5778	9	21	6
otu5779	0	4	0
otu5780	0	7	2
otu5781	8	9	13
otu5782	7	14	3
otu5783	3	4	2
otu5784	3	9	0
otu5785	0	4	0
otu5786	0	0	0
otu5787	0	3	0
otu5788	7	0	5
otu5789	4	5	0
otu5790	6	7	9
otu5791	4	3	0
otu5792	1	5	0
otu5793	3	3	6
otu5794	2	7	7
otu5795	9	23	7
otu5796	8	21	9
otu5797	3	24	7
otu5798	9	23	8
otu5799	8	24	6
otu5800	7	22	7
otu5801	8	25	5
otu5802	6	7	6
otu5803	2	22	0
otu5804	8	24	9
otu5805	0	4	0
otu5806	0	7	0
otu5807	3	4	5
otu5808	2	5	0
otu5809	6	20	5
otu5810	0	0	58
otu5811	5	3	17
otu5812	17	0	0
otu5813	5	10	5
otu5814	3	12	6
otu5815	8	7	16
otu5816	4	14	0
otu5817	6	12	2
otu5818	6	8	8
otu5819	0	11	2
otu5820	0	4	0
otu5821	0	35	0
otu5822	6	18	12
otu5823	7	18	5
otu5824	0	10	7
otu5825	2	3	2
otu5826	3	17	6
otu5827	0	0	0
otu5828	5	5	0
otu5829	0	0	10
otu5830	7	26	7
otu5831	6	6	0
otu5832	0	0	2
otu5833	0	5	0
otu5834	6	0	0
otu5835	11	19	14
otu5836	7	23	5
otu5837	6	0	0
otu5838	5	22	13
otu5839	3	4	4
otu5840	7	5	5
otu5841	0	0	3
otu5842	2	3	0
otu5843	12	9	0
otu5844	5	0	9
otu5845	4	5	15
otu5846	12	2	0
otu5847	0	6	0
otu5848	2	6	14
otu5849	2	11	0
otu5850	0	6	0
otu5851	2	4	0
otu5852	4	3	0
otu5853	2	11	6
otu5854	0	0	0
otu5855	8	0	9
otu5856	0	0	7
otu5857	0	6	0
otu5858	3	0	7
otu5859	0	2	16
otu5860	12	20	5
otu5861	4	10	5
otu5862	0	6	0
otu5863	0	7	12
otu5864	0	29	0
otu5865	3	9	4
otu5866	0	6	6
otu5867	11	10	6
otu5868	2	5	0
otu5869	3	5	2
otu5870	0	0	3
otu5871	8	22	8
otu5872	7	8	7
otu5873	7	7	6
otu5874	9	7	2
otu5875	0	38	0
otu5876	0	7	0
otu5877	2	18	6
otu5878	0	34	0
otu5879	4	7	6
otu5880	3	8	0
otu5881	0	0	2
otu5882	0	7	16
otu5883	0	9	3
otu5884	8	23	5
otu5885	13	23	9
otu5886	6	0	13
otu5887	9	26	0
otu5888	0	3	0
otu5889	4	5	4
otu5890	0	10	8
otu5891	5	13	7
otu5892	9	8	8
otu5893	7	24	6
otu5894	0	6	3
otu5895	5	5	7
otu5896	8	23	6
otu5897	0	7	0
otu5898	3	7	0
otu5899	0	8	0
otu5900	0	2	11
otu5901	0	0	3
otu5902	0	8	4
otu5903	3	3	2
otu5904	0	0	0
otu5905	2	14	0
otu5906	0	3	4
otu5907	2	5	0
otu5908	0	8	0
otu5909	8	23	7
otu5910	4	13	5
otu5911	11	6	4
otu5912	7	7	8
otu5913	11	21	5
otu5914	0	5	0
otu5915	5	2	0
otu5916	5	14	5
otu5917	3	9	13
otu5918	5	16	0
otu5919	4	33	3
otu5920	5	10	6
otu5921	0	2	3
otu5922	0	4	0
otu5923	0	3	0
otu5924	0	5	1
otu5925	5	32	4
otu5926	3	0	6
otu5927	7	8	3
otu5928	3	7	16
otu5929	0	12	5
otu5930	0	0	0
otu5931	0	11	0
otu5932	8	5	6
otu5933	8	6	11
otu5934	7	21	6
otu5935	7	23	4
otu5936	12	12	6
otu5937	6	25	9
otu5938	0	0	0
otu5939	12	23	0
otu5940	0	0	4
otu5941	7	0	0
otu5942	0	5	14
otu5943	14	6	3
otu5944	4	0	0
otu5945	0	0	1
otu5946	0	2	0
otu5947	0	30	0
otu5948	0	23	0
otu5949	0	0	0
otu5950	6	0	6
otu5951	5	3	8
otu5952	0	0	4
otu5953	0	4	0
otu5954	0	0	3
otu5955	3	4	2
otu5956	0	4	0
otu5957	0	10	7
otu5958	0	0	0
otu5959	0	6	0
otu5960	5	8	9
otu5961	0	0	0
otu5962	4	0	14
otu5963	0	0	6
otu5964	5	7	0
otu5965	2	8	5
otu5966	0	9	6
otu5967	0	0	0
otu5968	8	23	5
otu5969	7	23	6
otu5970	12	6	0
otu5971	2	7	0
otu5972	8	21	7
otu5973	8	18	8
otu5974	11	23	5
otu5975	4	14	4
otu5976	9	23	7
otu5977	0	2	1
otu5978	23	12	4
otu5979	8	14	5
otu5980	0	7	0
otu5981	2	11	0
otu5982	2	13	0
otu5983	0	0	2
otu5984	0	7	4
otu5985	7	3	0
otu5986	0	3	6
otu5987	4	5	7
otu5988	0	0	4
otu5989	3	4	0
otu5990	6	6	3
otu5991	6	5	11
otu5992	0	0	0
otu5993	0	0	0
otu5994	0	7	3
otu5995	0	31	0
otu5996	0	31	0
otu5997	7	11	7
otu5998	2	11	4
otu5999	0	0	0
otu6000	4	4	0
otu6001	0	6	0
otu6002	0	3	5
otu6003	0	5	0
otu6004	9	2	13
otu6005	14	0	8
otu6006	7	11	11
otu6007	5	0	3
otu6008	4	0	0
otu6009	4	25	7
otu6010	5	2	0
otu6011	0	6	0
otu6012	0	9	0
otu6013	0	4	12
otu6014	0	0	3
otu6015	0	0	3
otu6016	11	0	9
otu6017	8	22	6
otu6018	0	23	0
otu6019	7	24	7
otu6020	9	20	7
otu6021	0	0	51
otu6022	8	24	5
otu6023	9	5	8
otu6024	0	14	10
otu6025	0	7	4
otu6026	15	0	4
otu6027	2	3	0
otu6028	4	2	4
otu6029	2	12	0
otu6030	3	7	0
otu6031	5	4	15
otu6032	5	6	4
otu6033	3	7	10
otu6034	5	0	4
otu6035	0	8	0
otu6036	4	7	0
otu6037	12	0	4
otu6038	3	0	15
otu6039	0	8	0
otu6040	4	0	0
otu6041	3	0	9
otu6042	25	0	15
otu6043	0	0	18
otu6045	0	5	3
otu6046	0	0	0
otu6047	0	5	4
otu6048	5	3	0
otu6049	5	7	7
otu6050	0	7	4
otu6051	8	9	4
otu6052	6	20	6
otu6053	9	23	4
otu6054	12	5	7
otu6055	0	6	7
otu6056	11	3	7
otu6057	0	41	3
otu6058	4	5	0
otu6059	0	36	0
otu6060	3	2	2
otu6061	0	6	0
otu6062	0	2	0
otu6063	0	2	6
otu6064	0	2	3
otu6065	5	7	8
otu6066	4	7	9
otu6067	0	0	0
otu6068	7	7	6
otu6069	2	21	0
otu6070	3	4	8
otu6071	3	35	0
otu6072	0	9	2
otu6073	4	0	3
otu6074	0	3	6
otu6075	0	6	5
otu6076	3	7	7
otu6077	0	2	4
otu6078	7	2	7
otu6079	0	5	0
otu6080	0	3	0
otu6081	0	3	7
otu6082	11	17	8
otu6083	7	23	8
otu6084	0	3	4
otu6085	5	23	4
otu6086	6	20	7
otu6087	1	0	0
otu6088	6	14	6
otu6089	0	14	3
otu6090	7	6	4
otu6091	0	0	9
otu6092	2	0	3
otu6093	7	9	0
otu6094	7	21	5
otu6095	0	0	0
otu6096	3	3	3
otu6097	3	3	21
otu6098	0	6	0
otu6099	0	11	7
otu6100	0	5	6
otu6101	0	5	0
otu6102	11	0	6
otu6103	4	7	5
otu6104	7	7	5
otu6105	4	6	8
otu6106	3	3	3
otu6107	5	5	9
otu6108	6	1	5
otu6109	7	12	8
otu6110	0	26	0
otu6111	0	0	0
otu6112	0	8	0
otu6113	0	41	0
otu6114	7	0	7
otu6115	0	5	3
otu6116	0	7	0
otu6117	12	8	4
otu6118	3	15	2
otu6119	4	19	0
otu6120	3	2	2
otu6121	0	7	4
otu6122	6	2	2
otu6123	0	0	7
otu6124	0	9	31
otu6125	6	22	7
otu6126	5	14	0
otu6127	5	19	7
otu6128	7	22	3
otu6129	8	10	6
otu6130	0	5	0
otu6131	4	0	0
otu6132	5	22	5
otu6133	0	7	0
otu6134	4	2	0
otu6135	7	20	7
otu6136	3	7	8
otu6137	0	3	10
otu6138	0	10	6
otu6139	3	0	0
otu6140	2	3	2
otu6141	5	0	4
otu6142	3	0	7
otu6143	2	11	0
otu6144	3	3	9
otu6145	2	6	13
otu6146	0	2	0
otu6147	3	11	9
otu6148	7	2	3
otu6150	9	0	7
otu6151	5	22	7
otu6152	2	0	0
otu6153	0	4	2
otu6154	0	4	4
otu6155	0	0	6
otu6156	0	4	0
otu6157	7	5	4
otu6158	0	0	1
otu6159	4	0	9
otu6160	0	7	3
otu6161	0	0	8
otu6162	0	3	6
otu6163	5	4	6
otu6164	0	5	0
otu6165	4	12	0
otu6166	10	9	3
otu6167	0	5	0
otu6168	5	5	11
otu6169	0	4	0
otu6170	7	4	3
otu6171	0	0	4
otu6172	2	5	6
otu6173	5	5	4
otu6174	0	8	5
otu6175	0	9	10
otu6176	0	5	0
otu6177	7	22	4
otu6178	0	0	4
otu6179	0	0	0
otu6180	2	7	2
otu6181	0	19	6
otu6182	4	12	5
otu6183	4	5	10
otu6184	2	0	0
otu6185	5	6	0
otu6186	0	12	6
otu6187	0	0	0
otu6188	0	5	0
otu6189	9	11	0
otu6190	5	8	5
otu6191	0	9	10
otu6192	0	7	0
otu6193	0	0	5
otu6194	7	0	9
otu6195	0	3	5
otu6196	4	16	0
otu6197	0	0	0
otu6198	5	18	8
otu6199	5	18	5
otu6200	7	18	6
otu6201	4	33	0
otu6202	0	4	5
otu6203	5	19	2
otu6204	0	23	4
otu6205	0	0	5
otu6206	3	7	6
otu6207	6	0	0
otu6208	3	5	5
otu6209	6	20	3
otu6210	0	4	22
otu6211	6	0	8
otu6212	0	2	5
otu6213	6	5	5
otu6214	0	12	3
otu6215	4	0	6
otu6216	5	10	3
otu6217	0	0	0
otu6218	0	32	7
otu6219	7	10	2
otu6220	2	31	0
otu6221	7	8	4
otu6222	0	6	0
otu6223	0	8	3
otu6224	3	5	0
otu6225	4	2	3
otu6226	0	10	0
otu6227	8	2	11
otu6228	0	0	5
otu6229	0	5	7
otu6230	3	2	2
otu6231	17	9	10
otu6232	0	11	0
otu6233	4	0	2
otu6234	0	0	5
otu6235	0	3	0
otu6236	0	4	0
otu6237	8	0	0
otu6238	4	0	0
otu6239	0	25	6
otu6240	10	13	4
otu6241	4	20	5
otu6242	3	2	0
otu6243	0	5	16
otu6244	16	13	5
otu6245	4	0	4
otu6246	0	5	0
otu6247	8	4	4
otu6248	7	5	4
otu6249	5	7	8
otu6251	4	0	0
otu6252	3	6	3
otu6253	0	3	2
otu6254	4	6	6
otu6255	2	10	6
otu6256	0	8	0
otu6257	4	8	2
otu6258	0	4	0
otu6259	0	4	8
otu6260	3	3	5
otu6261	0	6	3
otu6262	10	6	3
otu6263	5	4	3
otu6264	7	0	9
otu6265	10	0	0
otu6266	3	9	0
otu6267	4	4	0
otu6268	0	8	0
otu6269	3	17	0
otu6270	13	9	8
otu6271	0	0	0
otu6272	10	9	8
otu6273	6	18	6
otu6274	6	20	4
otu6275	12	8	4
otu6276	1	6	0
otu6277	6	16	6
otu6278	4	4	8
otu6279	0	0	4
otu6280	0	3	0
otu6281	0	14	3
otu6282	5	0	0
otu6283	3	3	3
otu6284	0	0	8
otu6285	3	26	0
otu6286	10	0	5
otu6287	11	0	9
otu6288	0	0	3
otu6289	0	2	3
otu6290	5	6	3
otu6291	6	0	0
otu6292	0	0	6
otu6293	0	3	0
otu6294	3	18	7
otu6295	0	0	0
otu6296	2	0	0
otu6297	0	0	7
otu6298	0	2	0
otu6299	0	3	4
otu6300	0	8	4
otu6301	2	28	0
otu6302	0	8	5
otu6303	0	6	9
otu6304	3	5	0
otu6305	11	3	5
otu6306	0	4	0
otu6307	0	10	7
otu6308	5	3	3
otu6309	0	0	0
otu6310	5	12	0
otu6311	11	0	12
otu6312	3	4	9
otu6313	5	8	9
otu6314	0	0	3
otu6315	8	0	2
otu6316	0	2	3
otu6317	0	31	0
otu6318	0	0	0
otu6319	0	11	9
otu6320	5	20	3
otu6321	0	8	3
otu6322	7	23	0
otu6323	9	8	0
otu6324	1	22	4
otu6325	8	21	4
otu6326	7	22	3
otu6327	16	10	0
otu6328	7	4	4
otu6329	4	0	3
otu6330	0	7	2
otu6331	9	3	0
otu6332	5	7	6
otu6333	16	3	4
otu6334	0	0	0
otu6335	0	4	0
otu6336	7	21	6
otu6337	0	0	0
otu6338	0	0	7
otu6339	3	3	4
otu6340	4	6	1
otu6341	5	7	10
otu6342	11	6	3
otu6343	6	5	8
otu6344	5	0	7
otu6345	0	8	0
otu6346	0	0	0
otu6347	3	1	2
otu6348	0	8	0
otu6349	0	5	3
otu6350	0	2	1
otu6351	0	0	4
otu6352	11	5	3
otu6353	0	0	0
otu6354	0	4	0
otu6355	4	12	6
